1.0000000000000001e-01	7.6094910514651771e-03
5.0000000000000003e-02	1.3799474798732992e-03
2.5000000000000001e-02	1.3581289222321056e-04
1.2500000000000001e-02	8.4656602197739249e-05
6.2500000000000003e-03	7.9205314209001901e-06
3.1250000000000002e-03	4.8966204105164224e-06
1.5625000000000001e-03	3.6074818188947514e-07
7.8125000000000004e-04	2.1512039884872963e-07
3.9062500000000002e-04	1.4230649921323047e-07
1.9531250000000001e-04	3.3085660831312320e-08
9.7656250000000005e-05	7.0854498575178299e-09
4.8828125000000003e-05	1.2379080375521032e-09
2.4414062500000001e-05	1.0228716479585751e-10
1.2207031250000001e-05	6.2040289452937820e-11
6.1035156250000003e-06	1.6530958700380033e-12
3.0517578125000002e-06	8.3604456582185773e-13
1.5258789062500001e-06	5.0906437686783335e-13
7.6293945312500004e-07	2.0201606687621678e-13
3.8146972656250002e-07	8.3964494358741844e-14
1.9073486328125001e-07	2.8508959784830766e-13
9.5367431640625005e-08	6.1056911628474287e-13
4.7683715820312503e-08	5.1842575923407457e-13
2.3841857910156251e-08	1.9700927132505053e-12
1.1920928955078126e-08	4.5923841088859257e-12
5.9604644775390628e-09	2.3815064008152862e-12
2.9802322387695314e-09	9.2666359005437600e-13
1.4901161193847657e-09	1.8248659359624286e-25
7.4505805969238285e-10	9.1243296798121428e-26
3.7252902984619143e-10	4.5621648399060714e-26
1.8626451492309571e-10	2.2810824199530357e-26
